Run,Open (µs),Write (µs),Read (µs),Close (µs)
562,767.500,501.200,156.000,113.500
563,818.500,118.200,14.000,152.100
564,1213.700,465.700,33.400,249.400
565,840.300,127.100,15.100,102.400
566,1225.300,115.800,13.800,279.500
567,739.800,121.000,13.900,281.300
568,454.000,142.700,13.400,91.600
569,1071.700,533.800,35.900,331.900
570,1324.900,364.000,78.100,118.800
571,483.600,132.200,18.700,116.400
572,1809.000,137.300,16.700,102.900
573,1813.500,656.500,61.300,128.000
574,613.100,124.600,15.700,101.500
575,525.700,121.400,119.300,191.300
576,611.500,458.600,122.300,284.900
577,493.000,232.900,35.600,214.000
578,660.600,256.900,25.200,231.100
579,1290.400,342.200,273.300,115.500
580,480.900,134.400,16.300,344.600
581,1660.100,170.900,15.200,363.000
582,876.900,308.200,13.500,101.200
583,1657.900,305.400,16.400,95.400
584,416.900,131.400,11.900,105.800
585,972.500,120.800,13.700,133.100
586,499.600,110.900,13.300,133.400
587,1872.600,112.600,13.200,99.900
588,1415.400,342.500,17.200,213.500
589,1502.300,145.400,14.900,173.500
590,1449.100,434.300,34.400,327.900
591,653.700,242.800,98.100,275.800
592,1034.500,125.900,13.700,104.700
593,1039.700,120.600,14.000,248.000
594,612.000,111.700,12.800,93.000
595,1096.300,130.600,14.500,106.200
596,1206.600,135.200,14.600,103.800
597,701.200,136.300,15.400,94.600
598,409.000,100.700,14.300,99.700
599,1394.300,145.800,13.900,229.400
600,457.500,207.700,167.000,261.700
601,1269.200,514.000,76.300,157.400
602,482.700,203.100,234.100,274.700
603,1255.500,132.600,14.000,157.500
604,472.600,218.800,14.700,134.600
605,1144.600,428.200,32.200,329.500
606,624.000,138.200,15.200,100.800
607,1567.100,122.700,14.400,127.900
608,855.600,369.200,188.200,272.900
609,1349.800,140.500,14.600,104.100
610,1293.400,359.200,35.000,182.300
611,411.300,128.400,14.700,105.200
612,1328.500,145.100,14.600,98.500
613,572.700,114.100,12.700,170.900
614,516.200,122.900,12.600,206.300
615,521.100,154.100,14.700,93.000
616,402.200,407.000,106.600,276.100
617,967.200,145.700,15.500,167.300
618,911.700,481.600,32.200,255.000
619,448.600,117.900,15.400,96.400
620,1526.000,138.200,14.100,103.400
621,675.100,120.600,14.600,97.000
622,1142.700,268.200,29.100,223.000
623,843.000,130.600,15.100,81.300
624,795.000,357.000,82.400,285.600
625,443.900,111.800,15.400,100.500
626,622.100,119.800,13.900,95.000
627,333.100,103.300,12.800,97.200
628,706.800,316.900,68.600,222.200
629,1281.900,142.500,14.800,148.800
630,657.600,301.400,28.400,223.100
631,1154.100,125.700,14.100,99.500
632,512.400,156.600,13.400,90.300
633,560.100,278.600,30.100,386.300
634,1019.100,263.800,64.400,133.200
635,1131.400,459.800,37.200,288.700
636,1126.900,234.300,59.100,224.900
637,404.300,178.800,137.700,153.200
638,367.500,108.300,13.800,333.900
639,714.000,259.700,12.300,114.200
640,674.000,123.600,13.200,109.200
641,568.500,355.500,170.400,136.300
642,930.300,246.900,71.200,102.100
643,561.700,175.300,15.300,104.200
644,1178.500,124.100,14.800,83.900
645,526.300,128.800,58.900,207.000
646,786.700,262.800,119.600,255.200
647,1001.600,126.100,15.000,106.400
648,472.900,127.700,13.800,183.500
649,1174.300,119.600,14.200,159.300
650,913.700,328.900,28.300,196.000
651,379.600,138.400,89.800,382.600
652,1135.700,115.100,14.600,95.800
653,877.100,156.200,82.900,255.800
654,462.800,178.300,15.900,119.800
655,708.100,407.300,128.400,277.200
656,1115.900,525.100,29.800,246.800
657,492.000,368.700,15.900,104.400
658,563.100,131.300,14.500,98.700
659,454.200,384.600,132.900,119.300
660,526.200,168.500,14.600,163.000
661,469.100,114.300,30.500,248.600
662,1320.800,228.400,219.000,210.900
663,437.600,125.000,14.200,201.100
664,666.800,146.900,13.800,93.400
665,374.300,110.300,11.500,204.400
666,1307.400,361.300,135.600,243.200
667,515.900,125.600,13.900,99.400
668,998.300,284.100,116.600,107.500
669,617.200,133.900,13.500,98.700
670,1120.500,186.100,13.600,384.300
671,785.400,146.400,195.000,123.800
672,841.500,166.800,13.900,368.500
673,901.000,118.500,14.200,97.700
674,649.800,347.300,44.700,313.900
675,1305.200,184.100,16.400,114.600
676,825.000,141.300,54.900,101.900
677,947.100,153.700,13.700,79.300
678,693.300,427.500,175.300,248.400
679,1264.200,122.000,14.700,100.500
680,849.200,291.600,136.700,111.000
681,1056.500,263.600,30.800,344.300
682,520.000,155.200,14.000,114.500
683,940.100,262.000,76.300,110.400
684,458.100,127.900,14.900,99.200
685,459.400,237.600,11.200,96.700
686,676.800,266.400,29.400,301.500
687,839.800,121.600,14.600,73.500
688,1108.200,283.500,73.800,102.500
689,610.700,119.100,14.300,367.700
690,394.900,112.400,15.000,73.000
691,465.800,118.200,15.800,379.700
692,785.800,369.500,29.300,226.000
693,1015.100,144.700,14.300,103.300
694,1788.500,283.800,30.400,376.400
695,1514.900,425.700,189.000,251.800
696,893.100,291.100,185.700,115.300
697,666.600,265.300,18.800,129.300
698,540.300,120.700,14.300,94.200
699,860.400,272.600,95.800,106.300
700,398.300,156.800,13.900,424.700
701,651.800,130.200,13.100,140.800
702,966.300,206.900,100.000,107.000
703,637.300,129.300,16.900,85.200
704,592.500,120.000,14.800,97.400
705,1236.900,120.600,14.400,99.500
706,1035.100,258.800,203.900,187.500
707,693.800,127.200,14.300,99.800
708,513.300,120.500,13.600,173.200
709,564.400,122.200,12.800,99.500
710,1422.400,170.600,86.600,213.800
711,1134.000,273.100,120.900,306.700
712,760.300,362.700,119.200,274.600
713,716.700,286.100,145.400,238.500
714,1164.000,271.500,27.100,226.500
715,953.900,183.800,15.300,106.200
716,1004.800,118.400,13.200,101.400
717,1394.000,180.500,12.800,91.300
718,456.400,111.300,13.600,67.800
719,1251.600,139.400,14.500,171.300
720,1265.700,216.600,15.500,105.200
721,525.000,153.000,14.600,106.800
722,1054.600,134.100,13.700,97.200
723,771.900,119.900,13.600,90.500
724,605.200,103.200,12.600,92.800
725,755.000,113.600,13.000,122.400
726,635.500,129.400,12.900,105.000
727,810.100,101.700,12.200,88.500
728,733.400,289.500,13.000,104.100
729,437.100,97.100,12.500,88.100
730,739.900,394.400,38.200,390.000
731,961.100,401.400,127.600,289.500
732,607.200,125.300,16.100,124.300
733,1578.500,138.800,86.200,136.600
734,1578.500,330.900,28.700,409.600
735,1912.000,151.300,15.200,114.700
736,919.400,159.200,14.500,103.300
737,450.200,320.500,77.100,109.800
738,583.000,351.500,32.400,251.400
739,1617.200,276.000,254.300,270.200
740,421.700,489.100,22.500,123.100
741,546.800,146.700,137.800,108.400
742,418.600,410.500,28.000,227.800
743,496.700,122.100,14.000,95.700
744,598.700,264.800,231.400,221.300
745,566.600,208.200,14.800,88.000
746,426.000,108.100,13.100,148.000
747,509.400,115.000,14.100,394.600
748,1145.500,122.900,14.400,126.900
749,473.600,177.900,56.300,104.900
750,1199.900,289.800,148.700,109.800
751,904.900,544.900,114.500,261.400
752,1250.300,377.800,136.400,286.900
753,924.100,129.900,13.700,98.400
754,1191.200,562.200,19.300,120.400
